typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","212","DMA","Dominica","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"151935","151935","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"25854353","25854353","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","218","ECU","Ecuador","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11973251","11973251","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","222","SLV","El Salvador","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"7805773","7805773","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","226","GNQ","Equatorial Guinea","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1491387","1491387","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","231","ETH","Ethiopia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"117202341","117202341","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","232","ERI","Eritrea","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4269253","4269253","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1092441","1092441","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","242","FJI","Fiji","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2976419","2976419","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"25703214","25703214","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","251","FRA","France","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"142875065","142875065","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","258","PYF","French Polynesia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"7196","7196","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","262","DJI","Djibouti","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"613528","613528","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","266","GAB","Gabon","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3110060","3110060","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","268","GEO","Georgia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"8400246","8400246","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","270","GMB","Gambia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3497921","3497921","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"178406390","178406390","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"168961622","168961622","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","292","GIB","Gibraltar","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1729","1729","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","296","KIR","Kiribati","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"34224","34224","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","300","GRC","Greece","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1754817","1754817","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","308","GRD","Grenada","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"165346","165346","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","316","GUM","Guam","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"36068","36068","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","320","GTM","Guatemala","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"16339733","16339733","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","324","GIN","Guinea","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"37143758","37143758","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","328","GUY","Guyana","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"6188603","6188603","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","332","HTI","Haiti","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"21248271","21248271","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","340","HND","Honduras","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"9195167","9195167","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"17750137","17750137","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","348","HUN","Hungary","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"60422730","60422730","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","352","ISL","Iceland","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"41306","41306","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"16752123","16752123","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","364","IRN","Iran","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"65434783","65434783","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","368","IRQ","Iraq","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"52247246","52247246","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","372","IRL","Ireland","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"28117254","28117254","0","true","false",
"C","A","20140101","2014","52","2014","699","IND","India","X","Export","376","ISR","Israel","0","W00","World","H4","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4097741","4097741","0","true","false",
